session_id,kind,expected_backend,generator_routed,status_count,status_codes,payload_requests,obfuscated_payload_requests,benign_near_miss_requests,variant_names,variant_tags
obf_20260602_r2_0054_cmdi,cmdi,cmdi_api,False,6,"400,400,400,400,400,200",6,5,0,"pipe_whoami,or_operator_uname,brace_expansion,or_operator_uname,subshell_id,cross_surface_continuity_check","benign,brace_expansion,continuity_check,operator_chain,pipe,subshell"
obf_20260602_r2_0055_sqli,sqli,sqli_api,False,6,"200,200,200,200,200,200",6,5,0,"tab_newline_spacing,stacked_drop,order_by_probe,hex_string_comparison,extractvalue_error,cross_surface_continuity_check","benign,boolean,comment_split,continuity_check,destructive_keyword,error_based,function_call,hex_literal,schema_probe,stacked_query,union,whitespace_obfuscation"
obf_20260602_r2_0056_sqli,sqli,sqli_api,False,6,"200,200,200,200,200,200",6,5,0,"mssql_time_delay,concat_char_union,comment_split_union,comment_split_union,comment_split_union,cross_surface_continuity_check","benign,case_mixing,comment_split,continuity_check,function_call,stacked_query,time_based,union"
obf_20260602_r2_0057_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r2_0058_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r2_0059_cmdi,cmdi,cmdi_api,False,6,"400,400,400,400,400,200",6,5,0,"url_encoded_pipe,or_operator_uname,or_operator_uname,base64_pipeline,url_encoded_pipe,cross_surface_continuity_check","benign,continuity_check,encoding,operator_chain,pipe,url_encoded"
obf_20260602_r2_0060_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"cycler_globals_probe,url_encoded_braces,loop_expression,markdown_heavy_expression,mro_probe,cross_surface_continuity_check","benign,continuity_check,jinja_expression,jinja_statement,markdown_context,object_introspection,url_encoded"
obf_20260602_r2_0061_cmdi,cmdi,cmdi_api,False,6,"400,400,400,400,400,200",6,5,0,"brace_expansion,brace_expansion,env_path_sh,env_path_sh,pipe_whoami,cross_surface_continuity_check","benign,brace_expansion,continuity_check,path_obfuscation,pipe,shell_variable"
obf_20260602_r2_0062_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"url_encoded_braces,url_encoded_braces,joiner_globals_probe,url_encoded_braces,globals_os_popen,cross_surface_continuity_check","benign,command_probe,continuity_check,jinja_expression,object_introspection,url_encoded"
obf_20260602_r2_0063_ssrf,ssrf,ssrf_api,False,6,"500,500,400,400,500,200",6,5,0,"octal_loopback,gcp_metadata_host,localhost_internal,integer_loopback,short_loopback,cross_surface_continuity_check","benign,cloud_metadata,continuity_check,dns_alias,internal_service,localhost,loopback,numeric_ip"
obf_20260602_r2_0064_sqli,sqli,sqli_api,False,6,"200,200,200,200,200,200",6,5,0,"extractvalue_error,mssql_time_delay,stacked_drop,stacked_drop,space_as_inline_comment,cross_surface_continuity_check","benign,comment_split,continuity_check,destructive_keyword,error_based,function_call,stacked_query,time_based,union"
obf_20260602_r2_0065_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"url_encoded_braces,cycler_globals_probe,loop_expression,attribute_concat_probe,fullwidth_brace_noise,cross_surface_continuity_check","benign,continuity_check,delimiter_noise,jinja_expression,jinja_statement,object_introspection,string_concat,unicode_noise,url_encoded"
obf_20260602_r2_0066_ssrf,ssrf,ssrf_api,False,6,"200,400,400,500,400,200",6,5,0,"redirect_hint,azure_metadata_headerless,userinfo_bypass,gcp_metadata_host,ipv6_mapped_metadata,cross_surface_continuity_check","benign,cloud_metadata,continuity_check,dns_alias,ipv6_mapped,redirect_probe,userinfo"
obf_20260602_r2_0067_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_near_miss,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r2_0068_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"set_then_render,mro_probe,cycler_globals_probe,basic_expression_markdown,mixed_delimiters,cross_surface_continuity_check","benign,continuity_check,delimiter_noise,jinja_expression,jinja_statement,markdown_context,object_introspection"
obf_20260602_r2_0069_sqli,sqli,sqli_api,False,6,"200,200,200,200,200,200",6,5,0,"tab_newline_spacing,mssql_time_delay,concat_char_union,mssql_time_delay,concat_char_union,cross_surface_continuity_check","benign,continuity_check,function_call,stacked_query,time_based,union,whitespace_obfuscation"
obf_20260602_r2_0070_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"mro_probe,mro_probe,markdown_heavy_expression,loop_expression,attribute_concat_probe,cross_surface_continuity_check","benign,continuity_check,jinja_expression,jinja_statement,markdown_context,object_introspection,string_concat"
obf_20260602_r2_0071_ssti,ssti,ssti_api,False,6,"200,200,200,200,200,400",6,5,0,"spaced_expression_code_block,attribute_concat_probe,config_object_probe,url_encoded_braces,globals_os_popen,cross_surface_continuity_check","benign,command_probe,continuity_check,jinja_expression,markdown_context,object_introspection,string_concat,url_encoded,whitespace_obfuscation"
obf_20260602_r2_0072_cmdi,cmdi,cmdi_api,False,6,"400,400,400,400,400,200",6,5,0,"url_encoded_pipe,ifs_separator,printf_subshell,newline_separator,ifs_separator,cross_surface_continuity_check","benign,continuity_check,function_call,newline,pipe,separator,shell_variable,subshell,url_encoded"
obf_20260602_r3_0001_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,500,200",7,5,0,"base,hex_string_comparison,postgres_cast_probe,order_by_probe,inline_case_boolean,concat_char_union,cross_surface_continuity_check","base,benign,boolean,case_mixing,comment_split,continuity_check,error_based,function_call,hex_literal,schema_probe,type_cast,union"
obf_20260602_r3_0002_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r3_0003_ssti,ssti,ssti_api,False,7,"200,200,200,200,200,200,400",7,5,0,"url_encoded_braces,attribute_concat_probe,markdown_heavy_expression,base,globals_os_popen,fullwidth_brace_noise,cross_surface_continuity_check","base,benign,command_probe,continuity_check,delimiter_noise,jinja_expression,markdown_context,object_introspection,string_concat,unicode_noise,url_encoded"
obf_20260602_r3_0004_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,4,0,"base,loop_expression,markdown_heavy_expression,basic_expression_markdown,base,set_then_render,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,jinja_statement,markdown_context"
obf_20260602_r3_0005_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,500,200",7,5,0,"boolean_or_comment,order_by_probe,base,order_by_probe,stacked_drop,hex_string_comparison,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,destructive_keyword,hex_literal,schema_probe,stacked_query"
obf_20260602_r3_0006_ssrf,ssrf,ssrf_api,True,7,"400,200,200,200,200,200,200",7,5,0,"file_scheme_probe,localhost_internal,base,octal_loopback,aws_metadata_credentials,file_scheme_probe,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,internal_service,local_file,localhost,loopback,numeric_ip,scheme_probe"
obf_20260602_r3_0007_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r3_0008_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,6,0,"brace_expansion,or_operator_uname,env_path_sh,url_encoded_pipe,or_operator_uname,single_amp_whoami,cross_surface_continuity_check","benign,brace_expansion,continuity_check,operator_chain,path_obfuscation,pipe,shell_variable,url_encoded"
obf_20260602_r3_0009_ssrf,ssrf,ssrf_api,True,7,"400,200,200,200,200,200,200",7,6,0,"integer_loopback,short_loopback,short_loopback,dns_rebind_style,azure_metadata_headerless,redirect_hint,cross_surface_continuity_check","benign,cloud_metadata,continuity_check,dns_alias,internal_service,loopback,numeric_ip,redirect_probe"
obf_20260602_r3_0010_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r3_0011_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,5,0,"brace_expansion,url_encoded_semicolon,base64_pipeline,single_amp_whoami,base,env_path_sh,cross_surface_continuity_check","base,benign,brace_expansion,continuity_check,encoding,operator_chain,path_obfuscation,pipe,separator,shell_variable,url_encoded"
obf_20260602_r3_0012_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,6,0,"brace_expansion,backtick_uname,ifs_separator,url_encoded_pipe,single_amp_whoami,single_amp_whoami,cross_surface_continuity_check","backtick,benign,brace_expansion,continuity_check,operator_chain,pipe,separator,shell_variable,url_encoded"
obf_20260602_r3_0013_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,5,0,"pipe_whoami,base,backtick_uname,url_encoded_pipe,or_operator_uname,env_path_sh,cross_surface_continuity_check","backtick,base,benign,continuity_check,operator_chain,path_obfuscation,pipe,shell_variable,url_encoded"
obf_20260602_r3_0014_ssrf,ssrf,ssrf_api,True,7,"200,200,200,200,200,200,200",7,5,0,"redirect_hint,base,redirect_hint,ftp_scheme_probe,octal_loopback,url_encoded_host,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,loopback,numeric_ip,redirect_probe,scheme_probe,url_encoded"
obf_20260602_r3_0015_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_near_miss,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r3_0016_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,500,200",7,6,0,"stacked_drop,mysql_versioned_comment_union,mssql_time_delay,postgres_cast_probe,postgres_cast_probe,concat_char_union,cross_surface_continuity_check","benign,continuity_check,destructive_keyword,error_based,function_call,stacked_query,time_based,type_cast,union,versioned_comment"
obf_20260602_r3_0017_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r3_0018_ssrf,ssrf,ssrf_api,True,7,"500,200,200,200,200,200,200",7,6,0,"gcp_metadata_host,url_encoded_host,aws_metadata_credentials,mixed_case_scheme_host,file_scheme_probe,mixed_case_scheme_host,cross_surface_continuity_check","benign,case_mixing,cloud_metadata,continuity_check,dns_alias,local_file,scheme_probe,url_encoded"
obf_20260602_r3_0019_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,500,200",7,5,0,"postgres_cast_probe,boolean_or_comment,postgres_cast_probe,mssql_time_delay,base,or_sleep_function,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,error_based,function_call,stacked_query,time_based,type_cast"
obf_20260602_r3_0020_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,6,0,"brace_expansion,env_path_sh,pipe_whoami,tab_separator,backtick_uname,url_encoded_pipe,cross_surface_continuity_check","backtick,benign,brace_expansion,continuity_check,path_obfuscation,pipe,separator,shell_variable,url_encoded,whitespace_obfuscation"
obf_20260602_r3_0021_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,2,0,"base,and_id,backtick_uname,base,base,base,cross_surface_continuity_check","backtick,base,benign,continuity_check,operator_chain"
obf_20260602_r3_0022_ssrf,ssrf,ssrf_api,True,7,"400,200,200,200,200,200,200",7,4,0,"url_encoded_host,azure_metadata_headerless,userinfo_bypass,base,base,ftp_scheme_probe,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,scheme_probe,url_encoded,userinfo"
obf_20260602_r3_0023_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r3_0024_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,6,0,"loop_expression,config_object_probe,fullwidth_brace_noise,markdown_heavy_expression,print_statement,mro_probe,cross_surface_continuity_check","benign,continuity_check,delimiter_noise,jinja_expression,jinja_statement,markdown_context,object_introspection,unicode_noise"
obf_20260602_r3_0025_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_baseline,benign_near_miss,benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r3_0026_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,6,0,"config_object_probe,cycler_globals_probe,cycler_globals_probe,globals_os_popen,url_encoded_braces,print_statement,cross_surface_continuity_check","benign,command_probe,continuity_check,jinja_expression,jinja_statement,object_introspection,url_encoded"
